timestamp,x,y,z,j.0,j.1,j.2,j.3,j.4,j.5,d_j.0,d_j.1,d_j.2,d_j.3,d_j.4,d_j.5
0.01,0.15000000000000002,0.0,-0.25,-0.0032057026401162148,-1.0602497110963665,3.140157339900714,-3.141592653589793,-0.5818561421711195,-1.5675906241547803,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.15101010101010104,0.0,-0.25,0.0,-1.078728568221658,3.1384193743901605,-3.141592653589793,-0.5736892094074701,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.15202020202020206,0.0,-0.25,0.0,-1.0787910423704865,3.1384015575874393,-3.141592653589793,-0.5736514381236462,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.15303030303030304,0.0,-0.25,0.0,-1.0788536891359932,3.138383742890001,-3.141592653589793,-0.5736136065150065,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.15404040404040406,0.0,-0.25,0.0,-1.0789165078094314,3.1383659302464295,-3.141592653589793,-0.5735757147954889,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.060000000000000005,0.15505050505050508,0.0,-0.25,0.0,-1.0789794973419014,3.1383481200985095,-3.141592653589793,-0.5735377637233676,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.1560606060606061,0.0,-0.25,0.0,-1.0790426589989277,3.1383303118432533,-3.141592653589793,-0.5734997523287738,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.15707070707070708,0.0,-0.25,0.0,-1.0791059890420627,3.1383125053536,-3.141592653589793,-0.5734616818540391,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.1580808080808081,0.0,-0.25,0.0,-1.0791694892455723,3.138294701501902,-3.141592653589793,-0.5734235524069674,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.09999999999999999,0.15909090909090912,0.0,-0.25,0.0,-1.079233157627213,3.1382768992570362,-3.141592653589793,-0.5733853638234092,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.10999999999999999,0.16010101010101013,0.0,-0.25,0.0,-1.0792969948170867,3.138259099151183,-3.141592653589793,-0.573347116333172,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.11999999999999998,0.16111111111111112,0.0,-0.25,0.0,-1.0793609990932787,3.1382413009824415,-3.141592653589793,-0.573308810387053,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.12999999999999998,0.16212121212121214,0.0,-0.25,0.0,-1.079425168520249,3.13822350498112,-3.141592653589793,-0.5732704468823836,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.13999999999999999,0.16313131313131315,0.0,-0.25,0.0,-1.0794895042773405,3.1382057105841312,-3.141592653589793,-0.5732320249144949,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.16414141414141417,0.0,-0.25,0.0,-1.0795540045656615,3.138187917959364,-3.141592653589793,-0.5731935452780488,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.16515151515151516,0.0,-0.25,0.0,-1.079618670082331,3.1381701273703015,-3.141592653589793,-0.5731550079489933,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.16616161616161618,0.0,-0.25,0.0,-1.0796834981375145,3.1381523388069894,-3.141592653589793,-0.5731164138913432,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.18000000000000002,0.1671717171717172,0.0,-0.25,0.0,-1.0797484902540138,3.1381345518074735,-3.141592653589793,-0.5730777621629972,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.19000000000000003,0.1681818181818182,0.0,-0.25,0.0,-1.0798136441530364,3.138116766504341,-3.141592653589793,-0.5730390537015295,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.20000000000000004,0.1691919191919192,0.0,-0.25,0.0,-1.0798789576259757,3.1380989829542916,-3.141592653589793,-0.5730002893542857,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.21000000000000005,0.17020202020202022,0.0,-0.25,0.0,-1.0799444335622113,3.1380812009456545,-3.141592653589793,-0.5729614679001839,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.22000000000000006,0.17121212121212123,0.0,-0.25,0.0,-1.0800100690379324,3.138063420387997,-3.141592653589793,-0.5729225903187688,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.23000000000000007,0.17222222222222225,0.0,-0.25,0.0,-1.0800758644972372,3.138045641464254,-3.141592653589793,-0.5728836566084099,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.24000000000000007,0.17323232323232324,0.0,-0.25,0.0,-1.0801418173956776,3.1380278643056485,-3.141592653589793,-0.5728446678012791,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.25000000000000006,0.17424242424242425,0.0,-0.25,0.0,-1.080207929316705,3.1380100883430906,-3.141592653589793,-0.5728056228418131,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.26000000000000006,0.17525252525252527,0.0,-0.25,0.0,-1.0802741987124858,3.137992313791816,-3.141592653589793,-0.5727665224745082,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.2700000000000001,0.1762626262626263,0.0,-0.25,0.0,-1.0803406252661176,3.137974540726752,-3.141592653589793,-0.572727366879894,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.2800000000000001,0.1772727272727273,0.0,-0.25,0.0,-1.0804072054789398,3.137956768939299,-3.141592653589793,-0.5726881571437179,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.2900000000000001,0.1782828282828283,0.0,-0.25,0.0,-1.0804739420602942,3.1379389981739774,-3.141592653589793,-0.5726488920724471,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.3000000000000001,0.1792929292929293,0.0,-0.25,0.0,-1.080540834021921,3.137921228721609,-3.141592653589793,-0.5726095722733439,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.3100000000000001,0.18030303030303033,0.0,-0.25,0.0,-1.0806078800518808,3.137903460404548,-3.141592653589793,-0.5725701980698666,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.3200000000000001,0.18131313131313131,0.0,-0.25,0.0,-1.080675077663722,3.13788569336522,-3.141592653589793,-0.572530770482734,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.3300000000000001,0.18232323232323233,0.0,-0.25,0.0,-1.0807424294850687,3.1378679271324383,-3.141592653589793,-0.5724912881634934,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.34000000000000014,0.18333333333333335,0.0,-0.25,0.0,-1.0808099333563828,3.137850161896747,-3.141592653589793,-0.5724517520560881,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000014,0.18434343434343436,0.0,-0.25,0.0,-1.080877587354351,3.1378323977546856,-3.141592653589793,-0.5724121629388622,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.36000000000000015,0.18535353535353538,0.0,-0.25,0.0,-1.080945393258725,3.137814634213772,-3.141592653589793,-0.5723725197509667,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.37000000000000016,0.18636363636363637,0.0,-0.25,0.0,-1.0810133486847011,3.1377968713980096,-3.141592653589793,-0.5723328234606515,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.38000000000000017,0.1873737373737374,0.0,-0.25,0.0,-1.0810814534753472,3.137779109309516,-3.141592653589793,-0.5722930741284427,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.3900000000000002,0.1883838383838384,0.0,-0.25,0.0,-1.081149706463,3.137761348164034,-3.141592653589793,-0.572253272362043,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.4000000000000002,0.1893939393939394,0.0,-0.25,0.0,-1.0812181085158983,3.137743587357255,-3.141592653589793,-0.5722134173337269,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.4100000000000002,0.1904040404040404,0.0,-0.25,0.0,-1.0641505289598712,3.141572495516357,-3.141592653589793,-0.5816501012954296,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
0.4200000000000002,0.19141414141414143,0.0,-0.25,0.0,-1.0634991674205843,3.141428654321345,-3.141592653589793,-0.5817631405842816,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
